change_id	priority	change_type	proposal_mode	section	paragraph	claim_ids	occurrence_ids	citation_keys	current_text_pt	proposed_text_pt	notion_anchor	primary_verdicts	issue_codes	issue_severity	pages	evidence_paths	official_urls	target_system	dependency	covered_row_ids	notion_old_str_sha256	expected_match_count	approval_status
CHG-059	P3	CITATION_FORMAT	EXACT_REPLACEMENT	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-112;CLM-CUR-113;CLM-CUR-114;CLM-CUR-115;CLM-CUR-116;CLM-CUR-117	CIT-CUR-029;CIT-CUR-030;CIT-CUR-031;CIT-CUR-032	goodman_bacon_difference_2021;callaway_difference_2021;sun_estimating_2021;de_chaisemartin_two-way_2020	(Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020)	(Callaway; Sant’Anna, 2021; de Chaisemartin; D’Haultfœuille, 2020; Goodman-Bacon, 2021; Sun; Abraham, 2021)	(Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020)	NOT_VERIFIABLE;PARTIALLY_SUPPORTED;SUPPORTED	ABNT_IN_TEXT_FORMAT		capa sem numeração; 2;1, 4;unnumbered title page; 2;9-10;capa sem numeração; 1-2;1-2;folha de rosto sem numeração; 2; 5; 9-10;1, 4, 8-10;capa sem paginação; 1-2;folha de rosto sem numeração; 2;2, 4;N/A (capa sem paginação impressa); 2;1, 11;5, 24;1-3;capa não numerada; 5-6;2, 6, 14;unnumbered title page; 5; 9-10;1-2, 4, 13;capa sem numeração; 1-2; 19;2, 8-9, 25, 29, 32;unnumbered title page; 5; 7; 29-30	evidence_pages/ROW-CUR-0122.pdf;evidence_pages/ROW-CUR-0123.pdf;evidence_pages/ROW-CUR-0124.pdf;evidence_pages/ROW-CUR-0125.pdf;evidence_pages/ROW-CUR-0126.pdf;evidence_pages/ROW-CUR-0127.pdf;evidence_pages/ROW-CUR-0128.pdf;evidence_pages/ROW-CUR-0129.pdf;evidence_pages/ROW-CUR-0130.pdf;evidence_pages/ROW-CUR-0131.pdf;evidence_pages/ROW-CUR-0132.pdf;evidence_pages/ROW-CUR-0133.pdf;evidence_pages/ROW-CUR-0134.pdf;evidence_pages/ROW-CUR-0135.pdf;evidence_pages/ROW-CUR-0136.pdf;evidence_pages/ROW-CUR-0137.pdf;evidence_pages/ROW-CUR-0138.pdf;evidence_pages/ROW-CUR-0139.pdf;evidence_pages/ROW-CUR-0140.pdf;evidence_pages/ROW-CUR-0141.pdf;evidence_pages/ROW-CUR-0142.pdf;evidence_pages/ROW-CUR-0143.pdf;evidence_pages/ROW-CUR-0144.pdf;evidence_pages/ROW-CUR-0145.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014;https://doi.org/10.1016/j.jeconom.2020.12.001;https://doi.org/10.1016/j.jeconom.2020.09.006;https://doi.org/10.1257/aer.20181169	NOTION	Use semicolons between coauthors, alphabetize the grouped works, and normalize apostrophes.		59f3c5a4aa25fc31b9808c2ce408c12e5b8ca4e30b2000837c1279f426b2ee22	1	PROPOSED
CHG-060	P3	CITATION_FORMAT	EXACT_REPLACEMENT	4.3 Especificação econométrica e desfechos	18	CLM-CUR-122;CLM-CUR-123	CIT-CUR-035;CIT-CUR-036	santos_silva_log_2006;chen_logs_2024	(Silva e Tenreyro, 2006; Chen e Roth, 2024)	(Santos Silva; Tenreyro, 2006; Chen; Roth, 2024)	(Silva e Tenreyro, 2006; Chen e Roth, 2024)	PARTIALLY_SUPPORTED;SUPPORTED	ABNT_IN_TEXT_FORMAT		capa sem numeração; 2-3; 10;1-2, 6;28, 31;Main text pp. 1-2; Appendix pp. 7-8, 11	evidence_pages/ROW-CUR-0150.pdf;evidence_pages/ROW-CUR-0151.pdf;evidence_pages/ROW-CUR-0152.pdf;evidence_pages/ROW-CUR-0153.pdf	https://doi.org/10.1162/rest.88.4.641;https://doi.org/10.1093/qje/qjad054	NOTION	Preserve the compound surname Santos Silva and use semicolons between coauthors in parenthetical citations.		0d0bbb3f1974d110809efe8ec725245457bd96844d68c345f6410507a39218ea	1	PROPOSED
CHG-061	P3	CITATION_LINK	LINK_ONLY	1 Introdução	2	CLM-CUR-005;CLM-CUR-006	CIT-CUR-002	eloundou_gpts_2023	A literatura internacional avançou em duas frentes. De um lado, se consolidou uma metodologia de construção de índices de exposição baseados em tarefas, a partir do GPT Exposure de Eloundou et al. (2023), que passou a usar os próprios LLMs como avaliadores das tarefas.	Adicionar hyperlink oficial à chamada de eloundou_gpts_2023 sem alterar a redação da afirmação.	A literatura internacional avançou em duas frentes. De um lado, se consolidou uma metodologia de construção de índices	OVERSTATED;SUPPORTED	MISSING_CITATION_LINK		N/A — o PDF não exibe numeração impressa; evidência nas páginas físicas 5–8;N/A	evidence_pages/ROW-CUR-0005.pdf;evidence_pages/ROW-CUR-0006.pdf	https://doi.org/10.48550/arXiv.2303.10130	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		8cd3bc9cb7718054c34d5897e75be5c0bfe2194b60db1ddfc1f6f69a7b858e9a	1	PROPOSED
CHG-062	P3	CITATION_LINK	LINK_ONLY	1 Introdução	5	CLM-CUR-012;CLM-CUR-013;CLM-CUR-014;CLM-CUR-015	CIT-CUR-006	gmyrek_generative_2025	A peça que conecta as duas etapas é o índice de exposição. Adotei o ILO Global Index (Gmyrek et al., 2025) por dois motivos: ele é o único entre os principais índices estruturado em torno da ISCO-08, classificação internacional com maior compatibilidade com as taxonomias ocupacionais brasileiras, e combina validação humana de tarefas com classificação assistida por LLMs. Aplicá-lo ao Brasil, no entanto, exigiu uma etapa de tradução: construí um crosswalk entre as classificações ocupacionais brasileiras (a COD, usada na PNAD, e a CBO, usada no CAGED) e a ISCO-08.	Adicionar hyperlink oficial à chamada de gmyrek_generative_2025 sem alterar a redação da afirmação.	A peça que conecta as duas etapas é o índice de exposição. Adotei o ILO Global Index (Gmyrek	OVERSTATED;SUPPORTED	MISSING_CITATION_LINK		10-11, 46;12, 39, 46;36;12-13, 46	evidence_pages/ROW-CUR-0022.pdf;evidence_pages/ROW-CUR-0023.pdf;evidence_pages/ROW-CUR-0024.pdf;evidence_pages/ROW-CUR-0025.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		31262988da96760936581e32a2f5297599861cd1b9bd9f08b0a8357beb2f5266	1	PROPOSED
CHG-063	P3	CITATION_LINK	LINK_ONLY	2.2 Fundamentos conceituais: tarefas, automação e complementaridade	2	CLM-CUR-021;CLM-CUR-022;CLM-CUR-023	CIT-CUR-009	agarwal_combining_2023	Um experimento com radiologistas ilustra bem esse ponto. Diagnósticos feitos por IA foram iguais ou tão precisos quanto os de dois terços dos médicos americanos (Agarwal et al., 2023). Mas o diagnóstico é apenas uma das muitas tarefas da profissão, que também envolve coordenação de equipe, comunicação com outros médicos e interação com pacientes. Os avanços da tecnologia não tornam o radiologista substituível justamente porque automatizam uma parte do trabalho, não o trabalho todo. Enxergar ocupações como conjuntos de tarefas permite uma leitura mais realista do que pode acontecer com cada profissão e com o mercado de trabalho.	Adicionar hyperlink oficial à chamada de agarwal_combining_2023 sem alterar a redação da afirmação.	Um experimento com radiologistas ilustra bem esse ponto. Diagnósticos feitos por IA foram iguais ou tão precisos quanto	OVERSTATED;PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		14, 20;2, 4, 10–11;2	evidence_pages/ROW-CUR-0031.pdf;evidence_pages/ROW-CUR-0032.pdf;evidence_pages/ROW-CUR-0033.pdf	https://doi.org/10.3386/w31422	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		fec880e1ca967bc39bf1b5adad5957e6f152b1e70e0cfe3d6fade04fc401f9ba	1	PROPOSED
CHG-064	P3	CITATION_LINK	LINK_ONLY	2.3 Índices de exposição à IA na literatura	3	CLM-CUR-024;CLM-CUR-025;CLM-CUR-026;CLM-CUR-027;CLM-CUR-028;CLM-CUR-029;CLM-CUR-030;CLM-CUR-031;CLM-CUR-032	CIT-CUR-010	eloundou_gpts_2023	O GPT Exposure (Eloundou et al., 2023), desenvolvido por OpenAI e Universidade da Pensilvânia, é o trabalho de referência do campo. Estruturado na O*NET/SOC americana, foi o primeiro a usar a própria IA para avaliar tarefas, validando a abordagem contra anotadores humanos (concordância de 80,8% e 82,1% em duas das três medidas, e de 65,6% na terceira). Sua classificação era essencialmente categórica: perguntava se a IA reduziria em pelo menos 50% o tempo de uma tarefa, mantendo a mesma qualidade.	Adicionar hyperlink oficial à chamada de eloundou_gpts_2023 sem alterar a redação da afirmação.	O GPT Exposure (Eloundou et al., 2023), desenvolvido por OpenAI e Universidade da Pensilvânia, é o trabalho de	OVERSTATED;PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		1–2;N/A — documento sem folios impressos; evidência nas páginas físicas 2–3;N/A;N/A (documento sem número de página impresso);N/A (página sem numeração impressa)	evidence_pages/ROW-CUR-0034.pdf;evidence_pages/ROW-CUR-0035.pdf;evidence_pages/ROW-CUR-0036.pdf;evidence_pages/ROW-CUR-0037.pdf;evidence_pages/ROW-CUR-0038.pdf;evidence_pages/ROW-CUR-0039.pdf;evidence_pages/ROW-CUR-0040.pdf;evidence_pages/ROW-CUR-0041.pdf;evidence_pages/ROW-CUR-0042.pdf	https://doi.org/10.48550/arXiv.2303.10130	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		da29a636da23d1ae8f10fb972e8c9073277f41d52564f3f495f54eab4404a68b	1	PROPOSED
CHG-065	P3	CITATION_LINK	LINK_ONLY	2.3 Índices de exposição à IA na literatura	5	CLM-CUR-040;CLM-CUR-041;CLM-CUR-042;CLM-CUR-043	CIT-CUR-012	appel_anthropic_2026	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic. Substitui a lógica binária por dimensões econômicas como a autonomia (o grau em que o usuário delega a decisão à máquina) e a taxa de sucesso da tarefa.	Adicionar hyperlink oficial à chamada de appel_anthropic_2026 sem alterar a redação da afirmação.	O Anthropic Economic Index (Appel et al., 2026) parte de dados reais de uso dos modelos da Anthropic.	CONTRADICTED;SUPPORTED	MISSING_CITATION_LINK		p. 2;pp. 19–21;p. 21;p. 19	evidence_pages/ROW-CUR-0050.pdf;evidence_pages/ROW-CUR-0051.pdf;evidence_pages/ROW-CUR-0052.pdf;evidence_pages/ROW-CUR-0053.pdf	https://www.anthropic.com/research/anthropic-economic-index-january-2026-report	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		2d76dd3b225e902d233cce73d3248be96fd7a82a5a3637e15ee9b46249ee2e32	1	PROPOSED
CHG-066	P3	CITATION_LINK	LINK_ONLY	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-044;CLM-CUR-045;CLM-CUR-046;CLM-CUR-047;CLM-CUR-048;CLM-CUR-049;CLM-CUR-050;CLM-CUR-051;CLM-CUR-052;CLM-CUR-053;CLM-CUR-054;CLM-CUR-055	CIT-CUR-013	gmyrek_generative_2025	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	Adicionar hyperlink oficial à chamada de gmyrek_generative_2025 sem alterar a redação da afirmação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação	OVERSTATED;PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		9;11, 37, 46;7; 9; contracapa sem numeração;36-37;9, 27, 29-31;27;29-30;36;37–38;37	evidence_pages/ROW-CUR-0054.pdf;evidence_pages/ROW-CUR-0055.pdf;evidence_pages/ROW-CUR-0056.pdf;evidence_pages/ROW-CUR-0057.pdf;evidence_pages/ROW-CUR-0058.pdf;evidence_pages/ROW-CUR-0059.pdf;evidence_pages/ROW-CUR-0060.pdf;evidence_pages/ROW-CUR-0061.pdf;evidence_pages/ROW-CUR-0062.pdf;evidence_pages/ROW-CUR-0063.pdf;evidence_pages/ROW-CUR-0064.pdf;evidence_pages/ROW-CUR-0065.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		271d606054db43f10a8bde4140993693f05c4457be934e35913416f564f2425e	1	PROPOSED
CHG-067	P3	CITATION_LINK	LINK_ONLY	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-056	CIT-CUR-014	gmyrek_generative_2025	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação ocupacional internacional da ONU, complementada pela taxonomia polonesa de seis dígitos. Sua classificação combina validação humana e LLMs em três camadas: 1.640 trabalhadores avaliaram tarefas de sua própria área, um painel de especialistas revisou um subconjunto para avaliar a viabilidade prática da automação, e os modelos GPT-4o e Gemini Flash 1.5 atuaram como desempate nos casos de divergência. Esse gabarito validado por humanos foi então usado para escalar a classificação às 3.265 tarefas da ISCO-08. Além disso, o índice combina a média das pontuações atribuídas às tarefas de cada ocupação com seu desvio-padrão, que mede a dispersão entre essas tarefas. Essa combinação classifica as ocupações pelo nível e pela variabilidade da exposição potencial. Ela não prevê quais profissões serão preservadas ou extintas (Gmyrek et al., 2025, pp. 37–38, 44).	Adicionar hyperlink oficial à chamada de gmyrek_generative_2025 sem alterar a redação da afirmação.	O ILO Global Index (Gmyrek et al., 2025), da OIT, é o único estruturado na ISCO-08, a classificação	SUPPORTED	MISSING_CITATION_LINK		47	evidence_pages/ROW-CUR-0066.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		271d606054db43f10a8bde4140993693f05c4457be934e35913416f564f2425e	1	PROPOSED
CHG-068	P3	CITATION_LINK	LINK_ONLY	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-057;CLM-CUR-058;CLM-CUR-059;CLM-CUR-060;CLM-CUR-061;CLM-CUR-062;CLM-CUR-063;CLM-CUR-064;CLM-CUR-065	CIT-CUR-015	eloundou_gpts_2023	GPT Exposure (Eloundou et al., 2023) | O*NET / SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do tempo) | Pioneirismo metodológico; validação humana inicial | Critério categórico e binário, que não gradua a exposição; taxonomia americana exige crosswalk adicional | Referência conceitual	Adicionar hyperlink oficial à chamada de eloundou_gpts_2023 sem alterar a redação da afirmação.	/ SOC (EUA) | LLM avaliando tarefa a tarefa, validado contra humanos; critério categórico (redução de 50% do	PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		N/A;N/A — a página física 9 não exibe número de página impresso.;25;N/A — o PDF não exibe numeração impressa nas páginas relevantes	evidence_pages/ROW-CUR-0067.pdf;evidence_pages/ROW-CUR-0068.pdf;evidence_pages/ROW-CUR-0069.pdf;evidence_pages/ROW-CUR-0070.pdf;evidence_pages/ROW-CUR-0071.pdf;evidence_pages/ROW-CUR-0072.pdf;evidence_pages/ROW-CUR-0073.pdf;evidence_pages/ROW-CUR-0074.pdf;evidence_pages/ROW-CUR-0075.pdf	https://doi.org/10.48550/arXiv.2303.10130	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		37217d4064972c2201a247d573c5eae65d53841ce873e84d483e992eec6c4239	1	PROPOSED
CHG-069	P3	CITATION_LINK	LINK_ONLY	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-075;CLM-CUR-076;CLM-CUR-077;CLM-CUR-078;CLM-CUR-079;CLM-CUR-080;CLM-CUR-081	CIT-CUR-017	appel_anthropic_2026	Anthropic Economic Index (Appel et al., 2026) | Dados reais de uso e estruturação O*NET / SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso real; distingue automação de complementaridade | Viés de amostragem (apenas usuários de modelos específicos); base americana | Comparação	Adicionar hyperlink oficial à chamada de appel_anthropic_2026 sem alterar a redação da afirmação.	/ SOC (EUA) | Uso efetivo dos modelos; dimensões de autonomia e taxa de sucesso | Mede uso	OVERSTATED;PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		2;11, 14;19-20;18-19;2, 22;2, 21, 24, 36;2-3	evidence_pages/ROW-CUR-0085.pdf;evidence_pages/ROW-CUR-0086.pdf;evidence_pages/ROW-CUR-0087.pdf;evidence_pages/ROW-CUR-0088.pdf;evidence_pages/ROW-CUR-0089.pdf;evidence_pages/ROW-CUR-0090.pdf;evidence_pages/ROW-CUR-0091.pdf	https://www.anthropic.com/research/anthropic-economic-index-january-2026-report	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		ccd7d5f33d29d6d6f135ba69c6ec7456babb7251b6b0de1efa0e5d0791bcd451	1	PROPOSED
CHG-070	P3	CITATION_LINK	LINK_ONLY	2.3 Índices de exposição à IA na literatura	6	CLM-CUR-082;CLM-CUR-083;CLM-CUR-084;CLM-CUR-085;CLM-CUR-086;CLM-CUR-087;CLM-CUR-088;CLM-CUR-089;CLM-CUR-090	CIT-CUR-018	gmyrek_generative_2025	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e LLMs) escalada por LLM; média e desvio padrão das tarefas | Validação em múltiplas etapas e comparabilidade internacional via ISCO-08 | Índice global; pode não captar especificidades brasileiras; exige crosswalk COD/CBO | Índice principal	Adicionar hyperlink oficial à chamada de gmyrek_generative_2025 sem alterar a redação da afirmação.	ILO Global Index (Gmyrek et al., 2025) | ISCO-08 (internacional) | Validação em três camadas (trabalhadores, especialistas e	PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		46;24-27, 29-30;35-37;37-38;9-10;39, 46	evidence_pages/ROW-CUR-0092.pdf;evidence_pages/ROW-CUR-0093.pdf;evidence_pages/ROW-CUR-0094.pdf;evidence_pages/ROW-CUR-0095.pdf;evidence_pages/ROW-CUR-0096.pdf;evidence_pages/ROW-CUR-0097.pdf;evidence_pages/ROW-CUR-0098.pdf;evidence_pages/ROW-CUR-0099.pdf;evidence_pages/ROW-CUR-0100.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		4e97d5d6604df75492d8015caf09d58d929278a91022e928a3e8d179b6f01755	1	PROPOSED
CHG-071	P3	CITATION_LINK	LINK_ONLY	2.4 Escolha do índice da OIT e adaptação às bases brasileiras	1	CLM-CUR-091;CLM-CUR-092;CLM-CUR-093	CIT-CUR-019	gmyrek_generative_2025	Esta dissertação adota o ILO Global Index (Gmyrek et al., 2025) como medida principal de exposição ocupacional à inteligência artificial. A escolha se apoia em dois critérios: a compatibilidade do índice com as classificações ocupacionais brasileiras e sua combinação de avaliação humana com classificação assistida por modelos de linguagem.	Adicionar hyperlink oficial à chamada de gmyrek_generative_2025 sem alterar a redação da afirmação.	Esta dissertação adota o ILO Global Index (Gmyrek et al., 2025) como medida principal de exposição ocupacional à	PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		9;9, 46;35-36	evidence_pages/ROW-CUR-0101.pdf;evidence_pages/ROW-CUR-0102.pdf;evidence_pages/ROW-CUR-0103.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		2c2561d58f98705671c4bad86f211abeab99cb3d3c9acebb5e941efcb3f4fb86	1	PROPOSED
CHG-072	P3	CITATION_LINK	LINK_ONLY	3.1 Base analítica e amostra	1	CLM-CUR-094	CIT-CUR-020	gmyrek_generative_2025	A base analítica desta etapa combina os microdados da PNAD Contínua do 3º trimestre de 2025, produzida pelo IBGE, ao ILO Global Index (Gmyrek et al., 2025). Optei pelo 3º trimestre de 2025 por ser o período mais recente com microdados completos disponíveis no momento da análise, o que permite retratar a estrutura ocupacional brasileira já sob ampla difusão da inteligência artificial. Da pesquisa, selecionei 15 variáveis que cobrem características demográficas, ocupacionais, salariais e de jornada. As observações passaram por filtros conservadores: remoção de dados faltantes críticos, restrição à faixa etária de 18 a 65 anos e exclusão de códigos de ocupação inválidos. Ponderado pelo peso amostral V1028, o universo final representa 97,8 milhões de trabalhadores ocupados.	Adicionar hyperlink oficial à chamada de gmyrek_generative_2025 sem alterar a redação da afirmação.	A base analítica desta etapa combina os microdados da PNAD Contínua do 3º trimestre de 2025, produzida pelo	PARTIALLY_SUPPORTED	MISSING_CITATION_LINK		43, 46	evidence_pages/ROW-CUR-0104.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		e0dcca1a6b5d389276f4bbfb4eee3067a24fd189b0b5944f4493eed11ab93ce1	1	PROPOSED
CHG-073	P3	CITATION_LINK	LINK_ONLY	3.1 Base analítica e amostra	4	CLM-CUR-095	CIT-CUR-021	gmyrek_generative_2025	PNADc 3T/2025 (IBGE) + ILO WP140 (Gmyrek et al., 2025)	Adicionar hyperlink oficial à chamada de gmyrek_generative_2025 sem alterar a redação da afirmação.	PNADc 3T/2025 (IBGE) + ILO WP140 (Gmyrek et al., 2025)	PARTIALLY_SUPPORTED	MISSING_CITATION_LINK		1	evidence_pages/ROW-CUR-0105.pdf	https://doi.org/10.54394/HETP0387	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		5dc9c1dba2cfd0acbbebe1b841c077f69d338391fb21ed3280549837bc678761	1	PROPOSED
CHG-074	P3	CITATION_LINK	LINK_ONLY	4.1 Abordagem de diferenças em diferenças	1	CLM-CUR-102;CLM-CUR-103;CLM-CUR-104;CLM-CUR-105;CLM-CUR-106;CLM-CUR-107;CLM-CUR-108	CIT-CUR-026	brynjolfsson_canaries_2025	Em vez de estimar cada vínculo separadamente, os autores agregam o emprego em células de firma, quintil de exposição e mês e aplicam uma regressão de Poisson com efeitos fixos de firma por quintil e de firma por tempo (Brynjolfsson, Chandar e Chen, 2025, p. 12). O principal resultado é uma queda relativa de 16% no emprego de trabalhadores de 22 a 25 anos nas ocupações mais expostas, enquanto os trabalhadores mais experientes nas mesmas ocupações permaneceram estáveis ou cresceram.	Adicionar hyperlink oficial à chamada de brynjolfsson_canaries_2025 sem alterar a redação da afirmação.	agregam o emprego em células de firma, quintil de exposição e mês e aplicam uma regressão de Poisson	SUPPORTED	MISSING_CITATION_LINK		12;11-12;12, 16;3	evidence_pages/ROW-CUR-0112.pdf;evidence_pages/ROW-CUR-0113.pdf;evidence_pages/ROW-CUR-0114.pdf;evidence_pages/ROW-CUR-0115.pdf;evidence_pages/ROW-CUR-0116.pdf;evidence_pages/ROW-CUR-0117.pdf;evidence_pages/ROW-CUR-0118.pdf	https://digitaleconomy.stanford.edu/publications/canaries-in-the-coal-mine/	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		45137bd8e7728adb73dbc7b18d34e8b3b8f8d5d00a68405ee07549cdde61dda6	1	PROPOSED
CHG-075	P3	CITATION_LINK	LINK_ONLY	4.1 Abordagem de diferenças em diferenças	5	CLM-CUR-110;CLM-CUR-111	CIT-CUR-028	humlum_still_2025	A escolha também segue uma prática comum na literatura: Humlum e Vestergaard (2025, p. 12, nota 8) identificam cinco estudos de evento centrados em novembro de 2022.	Adicionar hyperlink oficial à chamada de humlum_still_2025 sem alterar a redação da afirmação.	A escolha também segue uma prática comum na literatura: Humlum e Vestergaard (2025, p. 12, nota 8) identificam	SUPPORTED	MISSING_CITATION_LINK		19	evidence_pages/ROW-CUR-0120.pdf;evidence_pages/ROW-CUR-0121.pdf	https://doi.org/10.3386/w33777	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		e3a74fa5616aa537c9694965fa62c95978f400cfb9546a5fcba93db39d0e901a	1	PROPOSED
CHG-076	P3	CITATION_LINK	LINK_ONLY	4.1 Abordagem de diferenças em diferenças	6	CLM-CUR-112;CLM-CUR-113;CLM-CUR-114;CLM-CUR-115;CLM-CUR-116;CLM-CUR-117	CIT-CUR-029	goodman_bacon_difference_2021	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a ser tratadas em datas diferentes (Goodman-Bacon, 2021; Callaway e Sant'Anna, 2021; Sun e Abraham, 2021; de Chaisemartin e D'Haultfœuille, 2020). Esse não é o formato usado aqui. Todas as ocupações expostas passam a ser consideradas tratadas na mesma data, o lançamento do ChatGPT, e as ocupações não expostas permanecem como controle. Portanto, não há comparação entre grupos tratados mais cedo e mais tarde. A principal condição do desenho continua sendo outra: antes do evento, os grupos deveriam apresentar trajetórias paralelas. Os diagnósticos da Seção 5 mostram que essa condição não se sustenta, o que limita a interpretação causal.	Adicionar hyperlink oficial à chamada de goodman_bacon_difference_2021 sem alterar a redação da afirmação.	A literatura recente alerta para um problema dos modelos de diferenças em diferenças quando as unidades começam a	NOT_VERIFIABLE;PARTIALLY_SUPPORTED;SUPPORTED	MISSING_CITATION_LINK		capa sem numeração; 2;capa sem numeração; 1-2;capa sem paginação; 1-2;N/A (capa sem paginação impressa); 2;capa não numerada; 5-6;capa sem numeração; 1-2; 19	evidence_pages/ROW-CUR-0122.pdf;evidence_pages/ROW-CUR-0126.pdf;evidence_pages/ROW-CUR-0130.pdf;evidence_pages/ROW-CUR-0134.pdf;evidence_pages/ROW-CUR-0138.pdf;evidence_pages/ROW-CUR-0142.pdf	https://doi.org/10.1016/j.jeconom.2021.03.014	NOTION	AUTHOR_APPROVAL; OFFICIAL_URL_CHECK		53f48c6717f58036fa0a4e99f03444ef2ed3d4645001a0ef1cc8fbe78f69708d	1	PROPOSED
